Transaction_ID,Date,Time,Sender_ID,Receiver_ID,Sender_Country,Receiver_Country,Payment_Method,Transaction_Amount,Transaction_Currency,Transaction_Velocity,Unusual_Time,Multiple_Currency_Conversions,Repeated_Failed_Attempts,Device_Type,Browser,IP_Address_Change,Account_Age_Days,Num_Linked_Cards,VPN_Usage,Transaction_Channel,Is_New_Device,Is_New_Location,Merchant_Name,Merchant_Category,Transaction_City,Latitude,Longitude,Is_Fraudulent,Is_Known_Fraudster,Is_Sanctioned_Entity
4a1897c5-1554-486f-892b-80b7366a9132,2025-08-19,01:15:58,9c40ca1e-9f1a-4080-963f-14cc78406a0e,33542ded-ee60-498c-a2fd-e157d7ff0537,UK,USA,bank transfer,3158.92,GBP,1,True,False,2,Tablet,Safari,False,1858,3,False,Online,False,False,"Cunningham, Copeland and Wilson",Fuel,New York,20.622196,-109.159261,False,False,False
ef6f0a28-5a4c-498b-abc3-2d36c839a925,2026-06-08,20:34:59,d21db407-cd11-4972-94d4-e4e282379f02,70388397-1f54-4660-a56e-52d234d245be,Japan,Canada,Payoneer,23956.96,JPY,2,False,False,2,Desktop,Edge,False,211,2,False,ATM,False,False,Young-Lang,Fuel,Mumbai,5.453058,-81.704489,False,False,False
c606401e-5f01-4de6-a394-c04e69cb5bd6,2026-04-24,01:30:33,640fcdba-c4f2-4e87-a928-7778c1bef100,f3b575aa-2ff0-4dfc-8b45-a3ceefb80911,Germany,Australia,bank transfer,26381.98,EUR,2,False,False,0,Desktop,Edge,False,596,1,True,ATM,False,False,Olsen and Sons,Healthcare,Tokyo,-28.647241,160.810635,False,False,False
53ecb810-1d7c-4957-a945-145a34c02c37,2025-10-16,21:18:36,ecb67e2e-51a2-41b5-9bbb-e60074b8df12,1edc907f-c6d0-4a0f-bd2c-020a163770eb,India,Canada,Payoneer,84761.87,INR,3,False,False,1,Desktop,Safari,False,227,4,False,POS,False,False,Fisher-Washington,Dining,Paris,14.577869,7.672494,False,False,False
dbe61969-7886-478e-8a40-c77ed5add768,2026-03-04,08:57:45,d7599994-613c-4656-8fd4-f60053473c07,3cb26c2b-600b-4b93-978d-9ade0b98fc23,Canada,USA,bank transfer,22359.96,CAD,2,True,False,1,Desktop,Opera,False,2046,5,False,ATM,False,False,Smith LLC,Dining,Sydney,85.407309,10.739729,False,False,False
7c7936bc-be50-46df-ab80-fa85a08e218f,2026-03-22,01:26:52,503972db-12d5-43bc-a96b-5ca2da5c8595,4ad7f944-6c30-4243-aa18-15593ad475e5,Japan,Netherlands,bank transfer,30938.55,JPY,7,True,False,0,Tablet,Edge,False,8,8,False,Online,False,False,Becker-Bishop,Electronics,Paris,-89.686939,66.046385,True,False,False
706a7261-8f19-4223-bd93-c3495d393971,2026-01-16,04:00:32,d2951ff7-3ce5-4aaa-87b1-be1d1c7c7af5,d591fd34-5f01-4456-8a39-4600adbf06a1,Germany,France,Cryptocurrency,22445.42,EUR,3,False,False,0,Desktop,Firefox,False,2311,5,False,ATM,False,False,Stafford PLC,Travel,London,13.49836,-170.207641,False,False,False
e9221eeb-b2b7-48d3-b278-7fddfe7f33df,2025-11-26,01:25:48,912e8228-d9ef-45cd-b7f3-82de9d489807,8508515f-d498-4a7d-a48b-814695a942a2,Germany,Australia,bank transfer,79064.57,EUR,4,False,False,1,Mobile,Chrome,False,1739,1,False,Online,True,False,Wood-Lyons,Electronics,Sydney,-34.039409,141.57449,False,False,False
095787b6-b1bd-4c0c-a921-e7a75216f1e3,2026-01-16,00:27:18,67602cc8-1f36-4bb1-ad9d-6f78ec47fc2b,b05243c5-5d0d-4278-a404-09184230a4b5,France,France,Skrill,68924.32,EUR,3,False,False,1,Tablet,Opera,False,556,3,False,ATM,False,False,"Lee, Hawkins and Smith",Healthcare,Tokyo,-19.729321,20.344736,False,False,False
3432db94-cca6-4c6c-9fac-84a2f4c406ea,2026-02-23,13:23:36,098c9200-71a2-49da-b93f-d83544ddf0cb,b3776074-5969-43c3-b027-255cdd3ddfc1,Germany,UK,Cryptocurrency,87651.34,EUR,2,False,False,1,Mobile,Edge,True,3529,3,False,POS,True,False,"Sanchez, Taylor and Morrow",Grocery,Paris,4.118862,-10.309051,False,False,False
824ffb14-7fd6-48b5-8a17-9df9c50ac23f,2025-09-15,20:19:58,07483f96-6872-42fc-81b0-ededcc7b015f,94918485-ff95-4e83-85ef-6af2400fe421,Netherlands,Japan,Cryptocurrency,25416.06,EUR,4,False,False,0,Desktop,Chrome,False,3154,4,False,POS,False,False,"Garcia, Davenport and Ross",Electronics,Berlin,29.896035,70.789501,False,False,False
04826f6f-2092-48f7-b1d4-a428f4054c00,2026-04-21,16:45:48,219d9ca5-b661-4150-831f-f827d9b654ea,e1e7d0f2-d25c-45e1-bbb7-1fd401b734ea,USA,Australia,bank transfer,28391.38,USD,3,False,False,0,Tablet,Opera,False,3454,5,False,POS,False,False,"Garza, Smith and Martinez",Entertainment,Amsterdam,9.413851,140.966902,False,False,False
5df28fb6-43d9-48b0-bff1-3754bcb3a46a,2025-08-17,19:29:47,29ea0db0-8fdb-49a5-8dc6-aa7bb02d5bda,f0e5ef89-3992-4284-9a0e-32007bb0898a,Germany,France,Payoneer,57499.56,EUR,4,True,False,1,Tablet,Firefox,False,852,4,False,ATM,False,False,"Rich, Clark and Maldonado",Entertainment,Paris,-41.809776,-42.51983,False,False,False
f57f2b49-ded2-4ea3-bae3-56481235675b,2026-04-21,08:22:19,29d6ff58-83cb-4049-8c51-d16f0ae7147e,a28ec584-cdb7-41ff-9035-43000895fde7,Australia,USA,Cryptocurrency,43899.24,AUD,3,False,False,0,Mobile,Chrome,False,1229,2,False,POS,False,False,Bruce and Sons,Fuel,Amsterdam,-4.716141,-122.265359,False,False,False
dfbd542c-f45d-4280-aa19-db5d79cd91f9,2026-01-19,13:38:54,0a1bbda4-4717-4784-9ba5-47cbf2ffcad1,f14ca582-f132-4a35-8596-a38496290f35,India,France,PayPal,32997.61,INR,1,False,False,2,Desktop,Edge,False,571,1,False,Online,False,False,Taylor-Rodriguez,Grocery,Amsterdam,4.286261,-80.350772,False,False,False
7a68a003-634b-4f47-80b6-9cfe5ef01d49,2025-11-01,00:12:20,f7a42ac3-da8b-4fb0-a68e-a8e9a25f1f18,d03c97a8-a6a6-44cb-a86f-e50a14cfc050,Canada,UK,Skrill,93147.29,CAD,2,False,False,2,Mobile,Safari,False,1826,4,False,POS,True,False,Davila Group,Travel,Tokyo,83.926997,-83.03671,False,False,False
58219119-684f-48e9-b4ca-199f3144b1f9,2026-06-16,01:35:40,e53c56ca-ca2a-4357-821f-f386a286cc3d,0febcdee-5ec6-4f61-827e-10767101f770,Germany,Germany,bank transfer,81657.12,EUR,8,True,False,4,Mobile,Opera,True,24,5,False,Online,False,True,Ortiz-Howell,Healthcare,Toronto,-41.88663,179.919483,True,False,False
a3d077fb-3e9e-4078-9645-bf7562a721ae,2025-11-15,01:39:25,15ce2681-4435-4dfd-9893-88460217565d,b4c182c4-ab6b-4620-a6c3-9bc60168c9ee,France,UK,Cryptocurrency,30255.76,EUR,3,False,False,1,Desktop,Safari,False,2556,1,False,Online,False,False,Collins-Davis,Travel,Amsterdam,-70.951232,-141.482773,False,False,False
be067407-d08d-43df-b799-40bfe63bdef6,2025-11-09,19:38:12,9012d409-9645-4220-81d3-1f6a9211a077,b46326fe-7c89-40cc-81b3-148371bcfe0d,France,Brazil,PayPal,9435.99,EUR,3,True,False,1,Mobile,Firefox,False,402,4,False,POS,False,False,Mclaughlin-Miller,Electronics,New York,41.352065,-124.944279,False,False,False
6651a05d-882c-48b7-9b64-e940a681a043,2025-07-15,10:25:34,5354df56-f1a2-42cf-8c6e-85df0284c23b,316062bc-fdc1-4b5b-ae50-dc8b98872327,Germany,UK,Payoneer,65662.32,EUR,2,False,True,2,Mobile,Edge,True,505,1,False,ATM,False,False,"Patton, Stone and James",Entertainment,Paris,-60.816217,61.409565,False,False,False
f074738d-6162-4af7-9f5f-a803171a8520,2025-07-01,21:54:12,6e89809a-5f54-41e0-9af4-34c8d8b6a489,b764c00a-0ed9-4f8f-a958-4f90b354733e,Netherlands,Australia,bank transfer,42137.02,EUR,3,False,False,0,Tablet,Firefox,False,3570,2,False,Online,False,False,Kelley and Sons,Healthcare,Paris,87.221632,151.775191,False,False,False
7148ed90-fd90-47d4-9246-f01544455a9a,2026-01-06,17:14:12,3535a68d-5dea-4050-8162-f0b911a61b89,7dfe317d-5089-4b44-89c7-5e425f7aad1f,Japan,Australia,bank transfer,12314.81,JPY,4,False,False,2,Tablet,Chrome,False,638,1,False,POS,False,False,Miller-Phillips,Entertainment,Tokyo,2.029589,23.893948,False,False,False
91f09aa0-7921-4013-8bb7-3c570d7a72d4,2025-09-15,00:51:30,3256e949-ab84-4239-a7dc-b54fe0cf21fa,13314942-62b1-4ce3-97bc-a0c4359f0b64,India,France,bank transfer,2194.61,INR,2,False,False,3,Mobile,Firefox,False,936,4,False,POS,False,False,Hogan Inc,Electronics,Toronto,-51.436402,109.750943,False,False,False
e9a18dc1-ec9b-4736-94db-a37358726d9d,2026-02-18,05:06:01,e4b22c60-3dee-4545-84f6-ff922faf2676,d2b386ca-679b-425b-a0a6-c7d5671d6c4e,Japan,India,PayPal,36158.8,JPY,3,False,True,0,Tablet,Edge,False,1246,4,False,POS,False,False,Dawson-Murphy,Clothing,Mumbai,-27.74158,82.523539,False,False,False
42ebf68e-a79b-4cb3-b817-465ccc3778b9,2025-10-29,07:05:39,ec85ca8c-3428-49e0-a609-819e96c49d5e,7c6a03f0-c110-4c1e-b6dc-e170f8a3d538,France,Netherlands,Skrill,57105.13,EUR,5,False,False,0,Mobile,Edge,False,2393,4,True,ATM,False,False,White Ltd,Healthcare,Paris,7.716684,161.386522,False,False,False
43ff1239-6edf-4225-93a1-f04d42ee81f7,2025-09-29,20:01:28,f59f6d4b-148e-4891-9e65-0ec5b6743c3a,d53ac185-1eaf-466b-94a8-b219b83dd758,France,Japan,PayPal,96917.84,EUR,1,False,False,2,Tablet,Edge,False,810,2,False,POS,False,False,Nguyen Ltd,Clothing,Toronto,-64.779647,46.414837,False,False,False
ea65c2fb-dc26-4f8c-83e3-487480582fa7,2025-10-16,18:15:06,e57bc623-73f4-4290-b545-bad0f5576ff4,4dec21a3-cd21-4bcc-8efe-40561a8c2e8e,Germany,Japan,Skrill,55345.26,EUR,2,False,False,1,Desktop,Chrome,False,433,1,False,Online,False,False,Johnson and Sons,Electronics,London,-34.08771,14.360644,False,False,False
55af94a3-3596-462c-ad34-b12aedb0efca,2025-08-26,00:55:55,448770f2-2b33-4bee-b6a2-dda4a937b12a,421eb6bf-06a5-4b72-a1fa-6f207f0893c5,UK,Brazil,Payoneer,39234.89,GBP,3,True,False,0,Desktop,Safari,False,1032,3,False,Online,False,False,"Lee, Moreno and Mcguire",Healthcare,Berlin,11.623166,36.112982,False,False,False
58ecf9e0-5c3b-43d8-b150-29b7242e81a8,2025-12-03,01:50:08,7df4e94c-2c2b-48f1-b88c-0387c159473c,f7fe6039-3439-4b68-b1f3-e33ea4435047,France,France,PayPal,64388.45,EUR,4,True,True,1,Mobile,Safari,False,2902,4,False,ATM,False,False,"Park, Lopez and Shaw",Grocery,Paris,28.088304,105.151514,False,False,False
d4f361f4-afa0-4551-af58-525faa72d482,2025-09-24,12:16:04,9845ab02-30ee-44f1-9ca1-87bf5e0d2086,b3079c42-a001-4f7d-a874-e989b923621d,Brazil,Japan,bank transfer,64753.23,BRL,2,False,False,0,Desktop,Safari,False,3252,1,False,ATM,False,False,Solis LLC,Dining,Amsterdam,-14.388827,1.792218,False,False,False
3f568f74-0176-46ea-a540-cb5b461d25aa,2025-09-03,07:59:27,3c599633-a4b5-45a5-a4ba-fde4cc673d3b,87d42959-e56b-4d8f-a765-fef1fc635bfa,Japan,Brazil,Payoneer,25698.24,JPY,5,False,False,0,Tablet,Chrome,False,2605,1,False,Online,False,False,Ingram-Herrera,Entertainment,Sydney,4.137196,-47.341446,False,False,False
81d5a447-10f0-4174-8f4e-550b9f93319d,2025-12-24,03:06:23,accb99c7-8a84-4b8a-9fe8-9995d3fe9a2c,6a572110-510f-4dd8-b825-2e9a435d2bea,UK,Canada,Payoneer,51542.29,GBP,1,True,False,1,Mobile,Safari,False,3441,2,False,ATM,False,False,Mccoy-Davis,Grocery,Amsterdam,-3.153261,117.350853,False,False,False
e8b9d5fb-bdbf-42bf-bf8a-10707c07b3ec,2026-01-27,22:36:35,8a164689-9fc9-4bdb-a0de-bc1b1320cf88,f05cbcfe-353a-405c-880e-5602b131821f,Australia,Germany,UPI,66461.84,AUD,1,False,False,0,Desktop,Safari,False,2315,1,True,POS,False,False,Wagner LLC,Grocery,Mumbai,-48.413099,98.186095,False,False,False
4531d01a-f9ed-49fe-9358-050270891cb7,2026-03-20,23:47:27,76abf03a-fc8e-41f5-be9a-5a112e13f21e,bd6a2e05-cd6e-4b41-b26e-af75029e9429,Australia,India,Payoneer,6575.25,AUD,3,False,False,1,Desktop,Firefox,False,2038,2,False,ATM,False,False,Fuentes LLC,Clothing,Amsterdam,63.277338,-135.115592,False,False,False
0b7f1d61-4ba2-46c1-819f-cefef94d9168,2026-04-20,00:48:42,8cebb632-52c6-42bb-9bc5-bfd030033409,68ea6809-5261-4327-8fb0-ba8f5935f3bd,Netherlands,USA,Skrill,3321.62,EUR,3,False,False,1,Desktop,Firefox,False,2761,4,False,Online,False,False,"Wilson, Solomon and Marshall",Clothing,Tokyo,67.275447,44.950037,False,False,False
c0d29986-5712-4e0a-bf96-7a9b30285a5c,2026-02-20,07:03:06,2e811fb9-bea9-4675-adfe-7482b2395f0d,1e49c91e-00e5-4d16-8d7a-8587441bc059,Brazil,India,Payoneer,95281.3,BRL,1,False,False,0,Tablet,Opera,False,1291,3,False,ATM,False,False,"Flynn, Allison and Barron",Healthcare,Tokyo,37.786592,26.801619,False,False,False
ffe412c7-252d-4801-acb4-4ab67723c2ad,2026-05-30,06:06:03,614d3197-1ab7-4a54-bdd3-d59fc5402f3f,cc9ab0bd-e35c-414e-a48e-3d23d7f582e0,Brazil,Japan,Cryptocurrency,50246.75,BRL,1,False,False,1,Tablet,Firefox,False,3419,4,False,Online,False,False,Wilkerson-Marshall,Healthcare,Sydney,5.355445,-131.850189,False,False,False
6b861f24-7c77-4dc8-9727-bc0b8bc12c52,2025-09-22,13:04:23,87a6e7d7-1373-4b04-9f2e-c0b153a8a223,01899846-4915-4476-837c-350b6c1f508c,Japan,Australia,bank transfer,136287.96,JPY,7,False,False,4,Tablet,Chrome,False,89,4,False,Online,False,True,"Hamilton, Brown and Johnson",Electronics,Amsterdam,-0.912191,-121.978533,True,False,False
53c8a55c-aee5-46e3-8642-c68e6be77718,2025-09-07,02:06:55,05d58168-65b1-4086-a62e-2e61f4f2a975,c163527c-ec85-4653-b706-c301a83a7dc5,Brazil,Japan,Cryptocurrency,61867.35,BRL,4,False,False,0,Tablet,Safari,True,1895,4,False,POS,False,False,Miller-Nguyen,Healthcare,Amsterdam,-1.471983,37.484278,False,False,False
8163b736-62d5-45d8-80be-b7bef37f3995,2026-03-25,05:45:17,4a6e8225-2d1f-4821-8ab2-da07ed3ac735,d1b166fe-8aca-49ca-bb95-b78caf9f237b,Netherlands,Canada,PayPal,26562.65,EUR,2,False,False,2,Mobile,Opera,False,2765,1,False,ATM,False,False,"Barnes, Short and Parks",Clothing,London,56.019671,64.062988,False,False,False
f3296b19-e5a6-4ed9-9c7c-40d217556fda,2025-08-02,17:09:35,2edb8a74-009a-497f-898f-bb3b5f98b480,203e8bb9-cb8e-424e-aafb-d714998b5718,UK,Japan,Payoneer,41841.94,GBP,4,True,False,0,Mobile,Edge,False,1028,1,False,Online,False,False,Hill-Campbell,Dining,Sydney,20.978045,169.658034,False,False,False
04c4044b-d3b1-4412-9b2d-42dcad614ee3,2026-03-21,21:06:37,e17a9205-4572-45d4-817c-6c84bf3574cf,441702ff-499b-48b6-964c-9d533c3a0cb8,Brazil,USA,Cryptocurrency,22513.17,BRL,3,False,False,0,Tablet,Chrome,False,341,2,False,POS,False,False,"Finley, Moore and Taylor",Fuel,Sao Paulo,62.572718,137.560889,False,False,False
04ce91f2-4bee-49e8-a750-67dc409353ec,2026-02-12,17:46:17,dac5615f-a578-4f36-a3b1-be1e96016ffe,b2077d02-0b8a-43a9-8b9d-5f96d595b2f4,Brazil,Brazil,PayPal,28360.08,BRL,1,False,False,0,Desktop,Chrome,False,2158,4,False,POS,False,False,"Miller, Gentry and Gomez",Entertainment,Mumbai,67.626585,-106.816064,False,False,False
dbcd75d1-bc3f-40f3-929c-be876205fcf1,2026-03-26,02:59:40,ad764fef-b772-47f7-b34c-7893013f2c61,99cb99b8-f071-419e-8511-47291697a9a8,USA,France,Payoneer,50715.16,USD,3,False,False,0,Desktop,Edge,False,1666,5,False,ATM,False,False,Snyder LLC,Grocery,Tokyo,-52.02447,173.407085,False,False,False
d93a0ac9-0996-489c-a5e9-c36c69a6061f,2026-04-15,09:04:13,9a7e6463-87d3-4898-8f53-7eb5bf39cbe2,fe4a2469-7084-4afd-ae35-12b8901f36fa,Canada,UK,Skrill,19532.89,CAD,3,False,False,0,Mobile,Safari,False,2587,5,False,ATM,False,False,Porter LLC,Dining,Sydney,-88.049294,-130.48136,False,False,False
a3fd2eb2-e8ee-4491-9e93-e4e25858fd8f,2026-05-04,01:21:32,668e5082-f9c4-4b65-a20c-6f116143c462,f43c389d-0a5c-4fbb-90af-3f90d358070c,Germany,Japan,Skrill,88330.04,EUR,1,True,False,1,Mobile,Chrome,False,785,2,False,Online,False,False,Powell Inc,Travel,London,-56.854241,8.333788,False,False,False
c405a3dc-243c-40f2-b6c3-77f54e2ead19,2026-05-06,17:14:08,b70948b4-dc77-424e-b521-643d062a8d42,cf126a77-ece1-4cc0-8c8e-7f0f876c8cd7,India,Australia,Cryptocurrency,31298.6,INR,3,False,False,1,Tablet,Opera,False,1583,3,False,POS,False,False,Garcia Inc,Dining,New York,-71.391407,76.605263,False,False,False
bebcf1d1-940f-49bc-9f73-2f60292af11c,2025-11-20,14:59:39,de74ab03-1a97-4e5b-8b2e-ace5234a0e36,ec0b0c63-3005-4bad-a0a9-b05d8148d392,Australia,Brazil,Skrill,52660.25,AUD,2,False,False,0,Tablet,Firefox,False,2533,2,False,ATM,False,False,Hamilton PLC,Healthcare,Berlin,-53.024361,127.816093,False,False,False
b1f39ac9-c2de-4a48-9ffe-d9e9bddd85a5,2025-07-09,05:48:32,6636553c-ec1b-4fed-b55d-1472f62b2028,e4bbfdaa-03d5-44ec-92c5-260505ecb098,USA,France,Cryptocurrency,99642.44,USD,2,False,False,2,Tablet,Firefox,False,3345,3,False,Online,True,False,Mueller-Hernandez,Grocery,Amsterdam,-60.667551,42.410562,False,False,False
b4d79497-955f-4e4d-8d3c-59ad215c5b58,2025-10-24,13:01:11,9d3704e6-f084-4e82-8753-c8b2c726bf7b,9ff2a835-9794-4e65-a3ca-8b76b587281b,France,India,Cryptocurrency,81344.43,EUR,3,False,False,0,Desktop,Chrome,True,292,2,False,POS,False,False,Gibbs and Sons,Dining,Tokyo,-48.781066,124.837725,False,False,False
0b38281b-8752-445b-bc91-b3cdaf561373,2025-09-04,12:09:48,6371839b-55a8-4989-b054-9d1614ca9089,f1377140-858a-4115-8b1d-cfb472e77e8f,Canada,Brazil,bank transfer,52976.82,CAD,4,True,False,1,Mobile,Chrome,False,814,4,False,Online,False,False,Jackson PLC,Grocery,New York,41.380444,-125.915384,False,False,False
2c42e015-e3d1-406b-ad7b-3f7f7693fdd4,2025-09-29,15:42:47,45241474-b0f8-4f94-bd56-0543359c28d6,b6131cf6-9443-44d5-8ecf-a12b5016a169,France,Japan,UPI,22268.25,EUR,2,False,False,1,Tablet,Firefox,False,2548,3,False,ATM,False,False,Hobbs-Nichols,Entertainment,Amsterdam,-73.896306,-154.245418,False,False,False
