Transaction_ID,Date,Time,Sender_ID,Receiver_ID,Sender_Country,Receiver_Country,Payment_Method,Transaction_Amount,Transaction_Currency,Transaction_Velocity,Unusual_Time,Multiple_Currency_Conversions,Repeated_Failed_Attempts,Is_Fraudulent,Is_Known_Fraudster,Is_Sanctioned_Entity
0feac9ec-062f-4917-a90f-4e5e6af8b873,2024-07-13,23:03:34,fce54d97-5603-4da5-a4ab-692e4b4b3403,2238535d-78a7-4157-a820-1fc006ae4cc8,USA,Germany,Skrill,5317.71,USD,4,False,False,0,False,False,False
82dab87a-8528-483b-90ff-47943737296e,2024-04-23,15:40:38,b18f6c4e-dbd3-4ecc-92c5-d06af4752a11,c88246d8-c72b-4f27-b914-6cf2d51d31e5,Brazil,UK,Cryptocurrency,64806.34,BRL,4,False,False,1,False,False,False
9a35d58d-2422-4acf-ae5b-98717387bc87,2024-06-02,16:23:37,6c4ce402-8f71-4c04-895a-a4f7dc27a1d6,3a46c56c-c2ac-4abd-81f9-389128da0338,UK,UK,Skrill,26058.26,GBP,4,False,False,0,False,False,False
083cd911-61b8-4026-9338-571f8af9b18f,2024-05-17,14:16:03,35a7628e-0561-413d-b563-3a894b0995ea,95ad46d7-f4bd-4ef5-9282-88f3fd8efff0,UK,France,PayPal,32559.7,GBP,2,False,True,0,False,False,False
fcb4b73d-018d-48b4-9e07-912a328b947a,2024-05-13,16:21:46,07c0321f-b430-4e3a-8c5f-8f7285a46475,43928820-1f30-412d-8e3f-2fb86476048b,France,Japan,bank transfer,66790.85,EUR,3,True,False,1,False,False,False
a47209c1-d83d-47cb-8272-40d9bc28d4d2,2024-07-28,16:06:25,8f13673e-4bb7-4781-834f-a8d4199495d4,8f84b408-6356-4cfc-8dd4-1277386f78df,India,India,PayPal,23274.89,INR,1,False,False,0,False,False,False
6acc7607-32e0-479d-b8a7-ad8e585e8788,2024-01-24,03:09:01,cd19b451-342a-4e17-af7b-dee692868079,15691b34-9186-4094-bde4-45b95b73dd12,France,Australia,PayPal,34305.91,EUR,2,False,False,0,False,False,False
b4bf954d-5e55-44ee-b5b7-cacb0ab2bcad,2024-03-20,12:54:00,b0343c27-ec11-4846-84eb-8becde6be675,9399fc92-61fe-496f-b7f2-34359b2d357a,India,Japan,Payoneer,73712.92,INR,1,False,True,0,False,False,False
016e009c-2278-4ecd-ac6d-2df3d550cda5,2024-07-13,05:43:12,2c3a1ffe-3c16-4ea0-96d9-4ebec44f8181,0077a676-9775-4457-a4b4-137ea0607250,Japan,Canada,bank transfer,67792.69,JPY,3,False,False,1,False,False,False
96c74fb4-f4f8-421d-96dd-7f8b58c5b610,2024-03-25,22:23:45,605e25e2-e1b1-4ede-9d02-a105a8c37c59,5b1c4d90-ad52-41fb-b74f-653f5d3baaf3,Australia,Netherlands,PayPal,61584.83,AUD,4,False,False,0,False,False,False
cf928f5c-418a-4d85-afd4-fff2d9b533b7,2023-12-11,12:08:01,bb5fcc6f-76d9-48fa-ba24-04e0bb28e2ae,cb79f247-33f1-4dba-9f4b-b527a14840d0,Australia,Brazil,Skrill,92844.47,AUD,1,False,False,0,False,False,False
fbdeac02-b081-41a1-a370-ea78c52a30e4,2024-08-06,06:39:48,b9ef1574-e6b9-4583-9858-88e8d5851ac6,2f328eb4-571d-41e8-ad3e-2fd1d60d4349,Japan,USA,bank transfer,62569.38,JPY,1,False,False,2,False,False,False
302f0fb4-2c8a-42ac-bc66-d929b36b6da8,2024-01-03,10:38:44,90d23513-7edd-453b-a8ad-461a3b587952,394d35aa-431a-4736-94fc-5b96c70d39c9,France,India,Skrill,15381.96,EUR,2,True,False,0,False,False,False
14d0ec12-ff2c-4ca3-97d0-e7a7deb703d2,2024-06-09,14:11:54,d75f2413-70ff-48c4-9d10-81450e925059,f709d572-cf00-45b0-9aef-0af17968ca52,Germany,UK,bank transfer,16435.7,EUR,2,False,False,0,False,False,False
9261a596-89ce-4760-8e7a-88463eaf222d,2024-02-24,23:55:51,21eb7dab-9ffd-45f7-b326-deb7ccffb7a6,a57a957c-9139-44c8-98f9-6bf32c1a513f,Australia,Canada,PayPal,64769.97,AUD,1,True,False,2,False,False,False
78186910-1d1c-4fe0-aa92-701972f85d58,2024-08-04,23:31:32,360bda31-d28a-44e0-a933-7271bf47254d,9291e19e-e25f-44fb-b605-c22064a87256,Brazil,Brazil,PayPal,62114.52,BRL,2,True,False,1,False,False,False
f9d3b554-bf90-4f1a-bbed-b1eedfed12d0,2024-07-04,15:11:25,00d9d306-e93f-400d-b6ee-74d15cabd5e2,f13c3ca3-9dc8-4499-9aba-fca3fcebb461,France,France,Cryptocurrency,46848.46,EUR,2,False,False,0,False,False,False
565cf47d-396f-41d7-bfeb-b365f91b6234,2024-06-14,22:52:22,7b210f40-536a-45e6-84a9-dbf588114bc9,68e6c681-5d2e-4c2f-be32-9fceb6fa20f7,UK,USA,Cryptocurrency,88789.18,GBP,2,False,True,0,False,False,False
4e77d3c4-d9c0-45a0-b15e-bfaad47a81f3,2024-09-02,12:49:36,8eb4893c-7d97-480f-9324-2bedb6694942,d8290669-9a46-4fc0-9348-22f376103886,Netherlands,USA,bank transfer,7980.42,EUR,3,False,False,1,False,False,False
55ead09a-7051-4a50-be80-4c106ce0e261,2024-07-28,20:06:33,d441c2aa-aff7-42ed-b780-cb451876a5cf,d04eba9d-1b92-449a-8f2b-da7025e2a7f9,Japan,USA,PayPal,88685.23,JPY,2,False,False,0,False,False,False
4ed58df8-5074-45b4-9508-68d4d2363f39,2024-05-30,03:02:19,6f4d07cb-e0eb-479a-a0d6-1494b0c2fa71,2040b3d2-d5c0-4f14-84e8-38c5909c7526,Netherlands,Brazil,Payoneer,42794.79,EUR,1,False,False,1,False,False,False
b0e36017-8b0d-4f3e-84e0-5cd6b1c17903,2024-02-13,13:43:16,9d306594-d1fc-447d-95d3-5176b86622fc,8d1adce8-46ee-4268-b240-f9920d7c5521,Australia,Germany,PayPal,46121.32,AUD,2,True,True,1,False,False,False
fea63deb-2903-4b4b-a94b-3f338cec4268,2024-06-01,01:09:23,b50aec98-f0e2-43e8-b9c8-c1f1ac804364,155ee9a4-ca37-46d7-94b0-ef3c1de9b72f,USA,UK,Payoneer,88759.13,USD,2,False,False,2,False,False,False
a350168e-c102-4ce2-97bc-42b65ad8c982,2024-07-15,05:49:25,6d7041d9-d14d-4bed-a5cc-5f2fc1d51c1b,75da0655-84bd-4574-9332-e474324d9201,Japan,Japan,UPI,82731.74,JPY,2,False,False,1,False,False,False
9cc647b3-d20e-46c0-bff3-e9833b521ef2,2024-03-10,15:31:02,e3559341-a095-4679-b655-9957235d7556,1706a974-6b57-43e0-8951-0938a6903587,Netherlands,India,Cryptocurrency,34592.99,EUR,3,False,False,0,False,False,False
0962f6ad-b886-4d31-a583-afff63a8007c,2023-11-18,01:40:25,4ae208f6-2f1b-480b-974c-3b59e83ccc07,4d1cf7f8-7ace-440a-93f5-48e929105df0,Australia,Brazil,PayPal,39613.2,AUD,3,True,False,0,False,False,False
33c73e5a-1e5c-46e8-87b7-90c0539cc052,2023-11-02,23:39:22,9bd253f6-1ba3-4b4c-bd90-0e8f111d5305,079fea5d-9458-476c-bacc-90d635127c3b,Netherlands,France,UPI,14878.48,EUR,4,False,True,2,False,False,False
014c70c0-99a3-4a83-ba51-87b87bbceeb4,2024-09-16,11:39:46,99ccf87d-bb00-4212-b8c1-45d1a979a232,09717c5f-cf00-413c-8dc5-dd726a1723b1,Germany,Brazil,Skrill,88974.24,EUR,3,False,False,0,False,False,False
4d2718d8-276a-4c35-a157-e00dc9808466,2024-06-01,17:11:26,5dae7280-1473-40ef-b46d-2391055cbff0,497dfb6b-df3c-4f3e-8657-2e81bb6e3b64,Netherlands,Australia,bank transfer,15044.96,EUR,3,False,False,0,False,False,False
cf486224-1988-4449-b4de-a207fbe086c5,2024-09-15,18:28:12,bb3b2c2d-7bcd-41f9-a900-6a117797f70e,cff2b0b6-c539-4210-8949-b586cb2cf73e,Germany,Japan,UPI,2969.95,EUR,5,False,False,1,False,False,False
ceb9e57c-03af-4d8d-97dd-d4df72eeb367,2024-03-10,23:40:38,9480c107-28b2-4834-904b-e799e4f22c41,d61d4a94-03de-41b7-a136-dc1cd96c7af3,USA,India,PayPal,99907.77,USD,2,False,False,0,False,False,False
40742aa2-a866-4cc8-9656-a0e634a3936a,2024-04-15,13:30:04,51445291-e66b-415c-88db-0d760ea30077,5d5e6c3a-7f03-44e7-a1cc-02a50b27f0a6,Brazil,France,Payoneer,20495.1,BRL,3,False,False,0,False,False,False
5c26001b-ed9b-480f-91a5-0e28f8f23938,2023-11-22,10:11:11,70d54c16-94f3-4509-ae1b-0752771ba207,64896b53-3d47-4c65-9512-300da19f385f,USA,France,Cryptocurrency,39819.77,USD,1,False,False,1,False,False,False
b033ed54-56c4-44a9-91c1-43d179c3316a,2024-03-16,01:07:56,c3287d51-250e-4ca3-9ebb-50bc2953acce,d36f8577-a85d-4005-a277-ab54a057129b,UK,USA,Skrill,32073.43,GBP,2,False,False,0,False,False,False
b22373f0-3a4a-4c10-86ec-302dd3c83e4a,2024-07-14,17:23:36,505a319e-9d15-480f-a94f-37030e517b06,7a0a7820-bd0e-4824-b1b1-6aebbe674345,Germany,USA,PayPal,61390.24,EUR,2,False,False,0,False,False,False
a7504ea5-78d8-4854-8e9b-2350f3a47599,2023-12-11,14:16:31,4d03b520-8632-405a-8888-3e7e121cb251,bf4048a5-4688-4417-b0fb-f231de8b2435,USA,India,Skrill,88163.32,USD,2,False,False,0,False,False,False
0c3fc859-c448-44fd-adf1-af2037c73de6,2023-12-18,07:10:10,4bbbe8ab-0ee5-47bd-97ce-f848515bdd70,5f91fb9b-e8c9-4537-889f-d457507b8d41,France,USA,Cryptocurrency,62035.42,EUR,3,False,False,1,False,False,False
d64d25b9-a2b4-4e12-bc68-4bdbd779b2cb,2024-04-01,02:35:02,a0017513-cd06-450d-9be1-c1073f8ba078,a4854e39-ce9e-4356-9d5a-8cf0937ca03b,Brazil,Australia,Skrill,97125.01,BRL,3,False,False,2,False,False,False
08b091e1-d04e-4e81-ad49-1d66f288fdb4,2023-11-25,05:29:12,6af66abc-0eb7-4fad-93d7-c9a69edf934e,8b410fb5-6fd5-427a-b4f1-7aec5b67d5fe,Australia,India,Skrill,13721.47,AUD,8,False,False,3,True,False,False
a91191c2-94c5-425f-8687-3a111da1b4d7,2024-01-15,17:40:19,cdf2f383-b073-4cd3-a6ee-2db733fe7533,4e42c960-3338-4398-b614-45d860a3cc3b,Netherlands,Brazil,bank transfer,80465.43,EUR,3,False,True,2,False,False,False
5ea1c1bf-006b-4aea-9dec-a53a6164f38e,2024-04-20,13:16:59,cdd3a382-b251-47e5-b7ae-2eb662a3d17c,62264b99-f545-473a-80b9-c5972b7cf614,France,Canada,PayPal,60785.27,EUR,3,False,False,0,False,False,False
1111f7bd-eff8-4666-8c1d-06c1acae557f,2024-02-27,00:55:16,370278f8-77a4-4068-b78d-ec811f0123e4,0fb2c8d6-4540-448d-9148-0f1047089f86,Japan,India,Skrill,82916.88,JPY,1,True,True,0,False,False,False
9282f493-3f13-47af-bea1-08e5bacd74e0,2024-05-08,12:31:35,065028b3-ff62-4fff-b2fd-fcfcf0a3bcb5,fb716fde-c06d-4014-bdf8-ab240ea97a39,UK,Australia,bank transfer,49523.86,GBP,3,False,False,0,False,False,False
e2ce041e-a3af-41e4-9da1-6f390cfaaf40,2024-07-22,19:44:54,2930bdd8-0c4f-4f23-b222-be630d2ebb50,3467591b-dba1-4213-97cc-f94c7d299546,UK,Australia,Cryptocurrency,57909.73,GBP,4,True,False,1,False,False,False
b61c32f4-d87f-4697-bc19-923bafb624b9,2024-09-30,11:25:58,43ecbd9b-96e5-4c55-b2d6-b7164ed966c2,37fce4e9-0d17-41b9-bb17-1744d1f00e8b,Brazil,Japan,Payoneer,21436.21,BRL,2,False,False,2,False,False,False
c2160313-f436-4daf-9922-0ee8e12605f1,2024-06-01,20:58:08,eae62a28-ac25-40dd-af40-6398a058d815,a68f2f29-c619-4098-99b8-48d8589dd94b,UK,Australia,PayPal,11265.94,GBP,4,False,False,1,False,False,False
abbbede3-ca33-400a-90c9-7e7001c984fc,2023-10-26,22:27:42,5d42347a-14ab-4aa2-aa9c-9ff5a37b98c4,3e708c07-55b7-4855-85f0-a9bad2a3ac02,Canada,Canada,PayPal,99233.98,CAD,3,True,False,0,False,False,False
59de92d7-4cf2-4dcf-b2b3-cbb8300586ad,2023-12-20,07:56:45,4d4f98f3-7c8c-4117-afb3-9d0a7de2dc7c,2811a358-62e8-4bfa-ac4e-88dd52f79df7,Japan,Brazil,bank transfer,31837.9,JPY,2,False,True,0,False,False,False
81b3fcb5-2bb9-4332-bca3-d35907dad42f,2024-09-01,03:36:17,94db7c1f-ba54-4ec3-a16e-729dd6c95dbf,6348538d-2f28-4cca-a29d-26523825f6ef,Brazil,UK,Payoneer,41933.08,BRL,2,False,False,0,False,False,False
6b778b96-3867-4e89-9296-e9f5725ab732,2023-11-27,02:25:47,c8bdcaee-b7b4-4ebf-a2dd-8438b2946ab3,fa9385d4-bce6-4899-a065-c3848a5ecaf6,Japan,Japan,bank transfer,7640.96,JPY,2,False,False,2,False,False,False
00c7df59-d491-4a5c-b8c6-26e5acd7a86f,2024-02-20,12:40:34,7d4ef58b-0a09-4ad4-997c-1dd05317528f,bd9f02c5-a3ae-4960-b3a0-05bed11f5962,France,USA,UPI,12050.79,EUR,2,False,False,0,False,False,False
1a924b22-b1de-4904-8667-927df06e6bfd,2023-10-25,03:18:43,b7bd948d-7e46-40c4-83b0-de939edb3504,d9d39867-713b-4fbe-8e91-3d6464539520,Japan,USA,UPI,45298.55,JPY,2,False,False,1,False,False,False
5b3d25b8-cf4a-4ed6-93db-79742a93dced,2024-02-23,02:19:09,a2ddf81e-1160-41f3-8342-4bb86a7e17fa,4c273c2a-cc94-4eae-8595-5962e24aaebc,Netherlands,Netherlands,bank transfer,87799.79,EUR,1,False,False,0,False,False,False
a08d7c78-0d8b-42fa-8dc4-24f6de900001,2024-07-08,02:27:23,34733a45-c0ad-4f41-b637-e09a181fac6a,9128fac8-196e-4c8c-ac18-73ba0057983e,Japan,UK,PayPal,7434.82,JPY,4,False,False,2,False,False,False
36dc42d3-183f-4aa2-a79e-f09603cca8da,2024-09-17,20:37:51,fd5d6633-ae70-4fea-83bf-5652aed08e53,dbedfca0-401e-40b2-b804-ac427e294771,UK,Japan,bank transfer,67866.48,GBP,3,False,False,2,False,False,False
be015ee5-3a86-4305-b08f-fad6d8be2397,2024-01-25,08:06:47,2e217359-e7df-4067-b3aa-13a0d596dc07,79486996-af8e-4cd7-92b7-488a6d3f153b,UK,UK,PayPal,18412.95,GBP,4,False,False,0,False,False,False
8bac3b5d-8eb8-4f5b-935b-037f7ddad361,2024-04-28,21:53:39,09a2478c-b04a-4d59-ac7c-81664bd0a0a8,bddc63df-53ac-4f66-83e3-fe03de2ef410,Australia,France,Cryptocurrency,17558.89,AUD,2,True,False,2,False,True,False
a6856b55-56d3-41a3-8175-fc1524b73b6b,2024-09-12,19:14:42,f0c52219-4943-4331-9df4-04976b7fbc57,9f10c628-fb70-4177-a978-3934658447a5,Japan,Netherlands,Cryptocurrency,85687.52,JPY,4,False,False,0,False,False,False
bd691d5d-d833-4f4c-9c56-c7ce3ed9e612,2023-12-06,02:09:45,56eb4268-5e70-405f-80db-4bd0af429d9f,deaed888-e947-4e7d-bcd2-cdc37af371bb,Brazil,UK,PayPal,59242.38,BRL,3,True,False,0,False,False,False
22bd5ef8-8c5f-41e7-9e32-0991a78da552,2024-10-10,20:41:04,d110dea9-6f03-4fea-aecf-57ff2ee02118,8c71a9bc-4409-4958-8a07-fc521b95469c,Netherlands,Germany,PayPal,69302.64,EUR,3,False,False,0,False,False,False
f46a51ba-7e2a-42c5-ae5c-8928809cff30,2024-09-04,16:01:19,0214218b-ed29-4304-8826-7e33114cca15,ea4115fa-0a75-4826-a413-301fd91a1ad7,Netherlands,Japan,bank transfer,85389.42,EUR,4,False,True,0,False,False,False
01bcf8b1-8539-414d-a03a-ccb55609916b,2024-10-08,17:12:15,3d4676a6-4e1e-40f0-b61e-aec50109faa9,a6923ae3-ccfc-4c0f-a728-8bf138af4f30,UK,France,PayPal,55323.73,GBP,2,False,False,0,False,False,False
c4c5af4a-2ba3-4a29-861a-be7e24d40791,2024-10-18,05:21:32,21fe8a88-aaca-40fe-8a7d-55a6a95734ce,f0c81613-b617-4e06-a2d1-d34e841bb072,Netherlands,USA,Skrill,24371.71,EUR,2,False,False,0,False,False,False
3236fd95-3821-433c-9f72-937206ef04c0,2024-04-10,10:22:32,09b67a0d-ebbd-44cf-a6de-35de37495e7b,b2407907-a0bb-4318-84ec-6d39f4687614,Japan,Brazil,PayPal,64023.69,JPY,2,True,False,1,False,False,False
5c3ccf17-b1c3-4e90-9f39-cfb98fd46017,2024-10-16,20:41:46,36992a80-fd95-4436-bfbe-3a596ba038b8,13451776-6950-4d79-b5cd-a09b181a5b68,Canada,UK,PayPal,50093.97,CAD,4,True,False,1,False,True,False
0f3d193c-4d37-4b4b-9e94-8f3e0c61af73,2024-03-17,12:54:26,fd4642db-a0bc-4a92-8154-181b97b353bb,79654dc1-9309-4a63-8077-84cb3effb8aa,Germany,France,Skrill,78855.59,EUR,3,False,False,1,False,False,False
a8a83e2f-ff89-4efd-8b9e-73e708ea5e7b,2024-04-12,10:19:41,cfbc54fd-568a-45ca-b9dd-1ae5a202fd05,99fe0082-3b99-4f1e-94a6-b3b4198089fc,Netherlands,Japan,Cryptocurrency,68736.2,EUR,3,False,True,0,False,False,False
d940ad6a-7ebb-402d-b6bb-98edbd670016,2023-11-06,06:38:09,2ffcc7a3-0dc5-45fc-a651-26cce44d1da5,a1105967-96f4-48c2-8741-381f4d5117fb,France,Germany,UPI,71560.78,EUR,2,False,True,1,False,False,False
ecea71a6-dede-4a58-94e0-cad9958c4084,2024-08-09,10:54:36,350cac3f-a8c1-4c60-b4a1-713b4fcfbb3b,caebc89e-4df4-4179-bec4-aa4f4f369970,USA,Netherlands,Cryptocurrency,58340.86,USD,4,False,False,1,False,False,False
25e577c5-9bf2-44b2-bfd9-7ea726dd9873,2024-03-03,11:17:51,d57620b6-8751-4c6b-a93f-99c69a2a8614,6407c393-b48d-4f34-97b0-5c93c312422b,Canada,Germany,bank transfer,44277.31,CAD,2,False,False,0,False,False,False
8c643a00-244c-4dfa-a973-52226bf5b3bc,2024-10-01,23:35:28,923515b2-d7c1-4d3e-af74-4bb44a540bd6,a4692525-baa0-4bf2-b9b8-5f77131ae39b,USA,Netherlands,Payoneer,85404.05,USD,2,True,False,0,False,False,False
4edb3c1d-c3dc-4fe8-a8f7-6374e0678702,2024-09-22,23:28:59,3030e978-835a-4ec6-9355-08c497b19246,e57f35ec-4c79-46d5-af1b-62bbc9d3d01b,Netherlands,UK,Payoneer,29856.33,EUR,2,False,False,1,False,False,False
b5f41194-eed2-4dcf-a8f4-7ced0070f171,2024-05-28,16:27:15,d445dc1e-1044-4793-b39b-acbbb03e146c,1ecee62d-1691-4c45-bc2f-bf171e829bea,USA,India,Skrill,47364.97,USD,2,False,True,1,False,False,False
8348b9aa-c7af-4a9f-a9d6-0e9de31b1e69,2024-05-31,16:04:10,767bddd7-ebda-4a6f-a451-c409b10200cd,6563562b-26f0-4707-85a9-a0ec5bbcf115,Germany,France,Cryptocurrency,99672.83,EUR,5,False,False,1,False,False,False
d9b0c6f1-d10f-4fb4-901d-4d70727604ea,2024-04-21,06:57:15,19292b7c-af20-4230-a0a2-06fd1232ffcb,0c509b9d-9e18-4777-a8f1-0b2fd21c7cae,India,France,Cryptocurrency,1197.19,INR,5,True,False,1,False,False,False
bedcd685-b941-49eb-9ad8-60be76455526,2024-08-11,23:00:35,3cf4f2d7-0b8b-4b1d-a93b-3635fbee955c,821474df-5aba-4c89-b708-2cf76ec918db,Australia,UK,UPI,72433.43,AUD,3,True,False,1,False,False,False
cd42cbe3-a0d9-4b17-8a2b-63433f6b2e92,2024-08-27,21:08:00,b8b6a737-5eef-4884-a7f1-ff6e3353c9cf,cd6e1b20-8b9d-4e47-acb6-4390a5b4369d,Germany,Brazil,Payoneer,30613.45,EUR,3,True,False,1,False,False,False
0a80ef66-4c0c-40dc-9d7a-4b7d0d484ab6,2024-06-24,01:32:10,3794355c-2848-4ce6-b5b8-25822edc7ce2,750eca17-3e85-4a65-b54d-05299ed7bac6,Japan,Australia,Cryptocurrency,97683.89,JPY,3,False,False,2,False,False,False
12b0a8a5-9599-47d4-b5e7-0da9df7ad49b,2024-05-20,18:18:19,f56c6273-3d52-4c1f-9e32-8f36b1779934,9f092373-6b5d-464f-a1a6-2c76745ee558,Japan,India,Cryptocurrency,10044.86,JPY,2,True,False,0,False,False,False
34e33c25-116b-4f09-b03d-b05c76089660,2024-01-16,10:57:52,49fb92d3-0688-4453-a7ce-53fbae7d8e9a,5bafc95e-52cc-47d2-9bb2-b5b27d8cf8d2,Netherlands,Canada,Skrill,66265.87,EUR,1,False,True,0,False,False,False
